"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Gross Output","Constant Prices","Other Manufacturing","Total","Mn.R.O","2019","4767.7"
"Oman","Gross Output","Constant Prices","Other Manufacturing","Total","Mn.R.O","2020","4799.3"
"Oman","Gross Output","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2018","2060.2"
"Oman","Gross Output","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2019","2076.5"
"Oman","Gross Output","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2020","2107.5"
"Oman","Gross Output","Constant Prices","Construction","Total","Mn.R.O","2018","8353.7"
"Oman","Gross Output","Constant Prices","Construction","Total","Mn.R.O","2019","8083.4"
"Oman","Gross Output","Constant Prices","Construction","Total","Mn.R.O","2020","7096.8"
"Oman","Gross Output","Constant Prices","Wholesale and Retail Trade","Total","Mn.R.O","2018","4265.2"
"Oman","Gross Output","Constant Prices","Wholesale and Retail Trade","Total","Mn.R.O","2019","4187.3"
"Oman","Gross Output","Constant Prices","Wholesale and Retail Trade","Total","Mn.R.O","2020","3902.4"
"Oman","Gross Output","Constant Prices","Transport, Storage","Total","Mn.R.O","2018","3069.3"
"Oman","Gross Output","Constant Prices","Transport, Storage","Total","Mn.R.O","2019","2857.4"
"Oman","Gross Output","Constant Prices","Transport, Storage","Total","Mn.R.O","2020","2150.6"
"Oman","Gross Output","Constant Prices","Land Transport","Total","Mn.R.O","2018","1481.4"
"Oman","Gross Output","Constant Prices","Land Transport","Total","Mn.R.O","2019","1381.8"
"Oman","Gross Output","Constant Prices","Land Transport","Total","Mn.R.O","2020","1111.2"
"Oman","Gross Output","Constant Prices","Water Transport Services","Total","Mn.R.O","2018","214.7"
"Oman","Gross Output","Constant Prices","Water Transport Services","Total","Mn.R.O","2019","101.4"
"Oman","Gross Output","Constant Prices","Water Transport Services","Total","Mn.R.O","2020","77.2"
"Oman","Gross Output","Constant Prices","Air Transport","Total","Mn.R.O","2018","639.4"
"Oman","Gross Output","Constant Prices","Air Transport","Total","Mn.R.O","2019","594.9"
"Oman","Gross Output","Constant Prices","Air Transport","Total","Mn.R.O","2020","153.9"
"Oman","Gross Output","Constant Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2018","733.8"
"Oman","Gross Output","Constant Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2019","779.4"
"Oman","Gross Output","Constant Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2020","808.3"
"Oman","Gross Output","Constant Prices","Hotels and Restaurants","Total","Mn.R.O","2018","1282.6"
"Oman","Gross Output","Constant Prices","Hotels and Restaurants","Total","Mn.R.O","2019","1422"
"Oman","Gross Output","Constant Prices","Hotels and Restaurants","Total","Mn.R.O","2020","881.5"
"Oman","Gross Output","Constant Prices","Telecommunications and Information service activities","Total","Mn.R.O","2018","1128.2"
"Oman","Gross Output","Constant Prices","Telecommunications and Information service activities","Total","Mn.R.O","2019","1115.1"
"Oman","Gross Output","Constant Prices","Telecommunications and Information service activities","Total","Mn.R.O","2020","1140"
"Oman","Gross Output","Constant Prices","Financial and insurance activities","Total","Mn.R.O","2018","2400.2"
"Oman","Gross Output","Constant Prices","Financial and insurance activities","Total","Mn.R.O","2019","2425.3"
"Oman","Gross Output","Constant Prices","Financial and insurance activities","Total","Mn.R.O","2020","2499"
"Oman","Gross Output","Constant Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2018","1791.7"
"Oman","Gross Output","Constant Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2019","1798.6"
"Oman","Gross Output","Constant Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2020","1755.3"
"Oman","Gross Output","Constant Prices","Insurance and Pension Trust","Total","Mn.R.O","2018","608.5"
"Oman","Gross Output","Constant Prices","Insurance and Pension Trust","Total","Mn.R.O","2019","626.6"
"Oman","Gross Output","Constant Prices","Insurance and Pension Trust","Total","Mn.R.O","2020","743.8"
"Oman","Gross Output","Constant Prices","Real Estate","Total","Mn.R.O","2018","954.6"
"Oman","Gross Output","Constant Prices","Real Estate","Total","Mn.R.O","2019","990.5"
"Oman","Gross Output","Constant Prices","Real Estate","Total","Mn.R.O","2020","910.9"
"Oman","Gross Output","Constant Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2018","1533.5"
"Oman","Gross Output","Constant Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2019","1594.7"
"Oman","Gross Output","Constant Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2020","1636.5"
"Oman","Gross Output","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2018","4749.6"
"Oman","Gross Output","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2019","4814.4"
"Oman","Gross Output","Constant Prices","Public Administration & Defence","Total","Mn.R.O","2020","4673.2"
"Oman","Gross Output","Constant Prices","Education","Total","Mn.R.O","2018","1961.1"
"Oman","Gross Output","Constant Prices","Education","Total","Mn.R.O","2019","2000.2"
"Oman","Gross Output","Constant Prices","Education","Total","Mn.R.O","2020","1969.8"
"Oman","Gross Output","Constant Prices","Health","Total","Mn.R.O","2018","1087.5"
"Oman","Gross Output","Constant Prices","Health","Total","Mn.R.O","2019","1132"
"Oman","Gross Output","Constant Prices","Health","Total","Mn.R.O","2020","1254.6"
"Oman","Gross Output","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2018","550.1"
"Oman","Gross Output","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2019","537.1"
"Oman","Gross Output","Constant Prices","Other Community, Social and Personal Services","Total","Mn.R.O","2020","531.1"
"Oman","Gross Output","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2018","206.7"
"Oman","Gross Output","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2019","209.5"
"Oman","Gross Output","Constant Prices","Private Household with Employed Persons","Total","Mn.R.O","2020","184.4"
"Oman","Gross Output","Constant Prices","Extraction of Natural Gas","Total","Mn.R.O","2018","1672.5"
"Oman","Gross Output","Constant Prices","Extraction of Natural Gas","Total","Mn.R.O","2019","1680.8"
"Oman","Gross Output","Constant Prices","Extraction of Natural Gas","Total","Mn.R.O","2020","1644.4"
"Oman","Value added, gross","Current Prices","Agriculture","Total","Mn.R.O","2018","415.5"
"Oman","Value added, gross","Current Prices","Agriculture","Total","Mn.R.O","2019","433.1"
"Oman","Value added, gross","Current Prices","Agriculture","Total","Mn.R.O","2020","451.4"
"Oman","Value added, gross","Current Prices","Fishing","Total","Mn.R.O","2018","235.2"
"Oman","Value added, gross","Current Prices","Fishing","Total","Mn.R.O","2019","242.3"
"Oman","Value added, gross","Current Prices","Fishing","Total","Mn.R.O","2020","278.1"
"Oman","Value added, gross","Current Prices","Mining and Quarrying","Total","Mn.R.O","2018","11710.4"
"Oman","Value added, gross","Current Prices","Mining and Quarrying","Total","Mn.R.O","2019","10721.2"
"Oman","Value added, gross","Current Prices","Mining and Quarrying","Total","Mn.R.O","2020","7838.4"
"Oman","Value added, gross","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2018","8989.9"
"Oman","Value added, gross","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2019","8029.5"
"Oman","Value added, gross","Current Prices","Extraction of Crude Petroleum","Total","Mn.R.O","2020","5348.6"
"Oman","Value added, gross","Current Prices","Mining & Quarrying","Total","Mn.R.O","2018","275.4"
"Oman","Value added, gross","Current Prices","Mining & Quarrying","Total","Mn.R.O","2019","236.8"
"Oman","Value added, gross","Current Prices","Mining & Quarrying","Total","Mn.R.O","2020","220.7"
"Oman","Value added, gross","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2018","830.5"
"Oman","Value added, gross","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2019","867.1"
"Oman","Value added, gross","Current Prices","Support activities for petroleum and natural gas extraction","Total","Mn.R.O","2020","790.8"
"Oman","Value added, gross","Current Prices","Manufacturing","Total","Mn.R.O","2018","3198.6"
"Oman","Value added, gross","Current Prices","Manufacturing","Total","Mn.R.O","2019","2718.7"
"Oman","Value added, gross","Current Prices","Manufacturing","Total","Mn.R.O","2020","2268.8"
"Oman","Value added, gross","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2018","147.2"
"Oman","Value added, gross","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2019","58.7"
"Oman","Value added, gross","Current Prices","Manufacturing of Refined Petroleum Products","Total","Mn.R.O","2020","68.7"
"Oman","Value added, gross","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2018","1237.9"
"Oman","Value added, gross","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2019","1048.6"
"Oman","Value added, gross","Current Prices","Manufacturing of Chemicals and Chemical Products","Total","Mn.R.O","2020","799.2"
"Oman","Value added, gross","Current Prices","Other Manufacturing","Total","Mn.R.O","2018","1813.6"
"Oman","Value added, gross","Current Prices","Other Manufacturing","Total","Mn.R.O","2019","1611.4"
"Oman","Value added, gross","Current Prices","Other Manufacturing","Total","Mn.R.O","2020","1400.9"
"Oman","Value added, gross","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2018","795.1"
"Oman","Value added, gross","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2019","755.2"
"Oman","Value added, gross","Current Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","Mn.R.O","2020","773.3"
"Oman","Value added, gross","Current Prices","Construction","Total","Mn.R.O","2018","3257.8"
"Oman","Value added, gross","Current Prices","Construction","Total","Mn.R.O","2019","3201.6"
"Oman","Value added, gross","Current Prices","Construction","Total","Mn.R.O","2020","2623"
"Oman","Value added, gross","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2018","2925.3"
"Oman","Value added, gross","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2019","2794.6"
"Oman","Value added, gross","Current Prices","Wholesale and Retail Trade","Total","Mn.R.O","2020","2464.5"
"Oman","Value added, gross","Current Prices","Transport, Storage","Total","Mn.R.O","2018","1817.4"
"Oman","Value added, gross","Current Prices","Transport, Storage","Total","Mn.R.O","2019","1872.8"
"Oman","Value added, gross","Current Prices","Transport, Storage","Total","Mn.R.O","2020","1088.1"
"Oman","Value added, gross","Current Prices","Land Transport","Total","Mn.R.O","2018","1028.6"
"Oman","Value added, gross","Current Prices","Land Transport","Total","Mn.R.O","2019","1034.1"
"Oman","Value added, gross","Current Prices","Land Transport","Total","Mn.R.O","2020","730.8"
"Oman","Value added, gross","Current Prices","Water Transport Services","Total","Mn.R.O","2018","116.8"
"Oman","Value added, gross","Current Prices","Water Transport Services","Total","Mn.R.O","2019","107.9"
"Oman","Value added, gross","Current Prices","Water Transport Services","Total","Mn.R.O","2020","74.5"
"Oman","Value added, gross","Current Prices","Air Transport","Total","Mn.R.O","2018","90.4"
"Oman","Value added, gross","Current Prices","Air Transport","Total","Mn.R.O","2019","123.1"
"Oman","Value added, gross","Current Prices","Air Transport","Total","Mn.R.O","2020","30.7"
"Oman","Value added, gross","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2018","581.6"
"Oman","Value added, gross","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2019","607.7"
"Oman","Value added, gross","Current Prices","Warehousing and support activities for transportation and post","Total","Mn.R.O","2020","252.1"
"Oman","Value added, gross","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2018","643.3"
"Oman","Value added, gross","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2019","712.4"
"Oman","Value added, gross","Current Prices","Hotels and Restaurants","Total","Mn.R.O","2020","436"
"Oman","Value added, gross","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2018","617.7"
"Oman","Value added, gross","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2019","599.2"
"Oman","Value added, gross","Current Prices","Telecommunications and Information service activities","Total","Mn.R.O","2020","554.5"
"Oman","Value added, gross","Current Prices","Financial and insurance activities","Total","Mn.R.O","2018","1995"
"Oman","Value added, gross","Current Prices","Financial and insurance activities","Total","Mn.R.O","2019","2119.1"
"Oman","Value added, gross","Current Prices","Financial and insurance activities","Total","Mn.R.O","2020","1967.5"
"Oman","Value added, gross","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2018","1446.9"
"Oman","Value added, gross","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2019","1580.9"
"Oman","Value added, gross","Current Prices","Financial Intermediation Except Insurance","Total","Mn.R.O","2020","1421.2"
"Oman","Value added, gross","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2018","548.1"
"Oman","Value added, gross","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2019","538.2"
"Oman","Value added, gross","Current Prices","Insurance and Pension Trust","Total","Mn.R.O","2020","546.4"
"Oman","Value added, gross","Current Prices","Real Estate","Total","Mn.R.O","2018","799.5"
"Oman","Value added, gross","Current Prices","Real Estate","Total","Mn.R.O","2019","818.9"
"Oman","Value added, gross","Current Prices","Real Estate","Total","Mn.R.O","2020","865.7"
"Oman","Value added, gross","Current Prices","Professional and technical and Administrative service activities","Total","Mn.R.O","2018","1081.4"
